country_name, 1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,
Greece,2745.209*,2777.477,2744.258,2770.843,2868.610,2932.483,2973.412,3050.133,3106.640,3119.773,3237.354,3266.354,3226.506,3516.925,3447.994,3433.691,3421.050,3448.109,3460.048,3461.737,3310.289,3478.491,3501.144,3508.400,3605.623,3544.488,3350.184,3453.358,3517.669,3588.064,3491.463,3488.784,3560.829,3511.947,3554.641,3496.675,3495.117,3501.660,3521.275,3609.878,3585.321,3594.683,3615.841,3625.208,3692.203,3569.900,3468.339,3503.247,3521.981,3518.473,3530.999,3532.000,3518.002,3524.003,3444.999,3406.999,3352.999,3391.000,3392.998,3420.998,3377.999,3349.998,
Finland,3110.000,3266.074,3152.980,3072.123,3089.582,3123.286,3136.717,3051.618,3043.278,3161.464,3128.257,3145.189,3159.514,3199.941,3153.953,3204.739,3146.983,3045.169,3039.464,3007.010,3093.726,3025.713,3108.446,2987.315,3000.310,2962.892,2965.703,2944.877,3101.405,3230.287,3145.283,3103.991,3185.495,3034.637,2987.537,3031.034,3017.755,3150.647,3176.662,3172.693,3150.873,3170.996,3151.644,3154.005,3187.913,3200.957,3238.076,3283.051,3238.827,3236.141,3163.995,3187.998,3261.997,3241.998,3238.002,3235.002,3265.002,3264.997,3313.997,3339.001,3358.001,3319.005,
Fiji,NaN,2537.939,2599.847,2681.822,2639.366,2770.025,2573.581,2503.910,2497.998,2526.496,2264.114,2548.213,2487.430,2417.816,2309.682,2339.797,2281.381,2384.816,2379.934,2450.945,2471.649,2174.796,2445.155,2460.121,2510.108,2545.702,2432.447,2384.717,2426.165,2415.479,2502.731,2549.150,2589.808,2730.291,2708.278,2685.769,2783.080,2804.071,2784.927,2778.426,2760.259,2786.013,2786.258,2752.823,2741.343,2763.084,2765.013,2741.286,2774.656,2756.223,2692.982,2736.003,2696.979,2698.950,2760.952,2735.973,2680.997,2723.994,2780.994,2822.994,2860.969,2875.984,
France,3050.000,3206.250,3282.927,3270.925,3265.422,3280.332,3261.973,3312.898,3303.948,3300.978,3317.805,3297.180,3264.347,3281.424,3288.776,3263.076,3300.544,3361.373,3403.414,3396.975,3389.273,3428.782,3429.785,3469.017,3460.516,3505.350,3483.405,3554.446,3584.802,3581.960,3532.917,3569.304,3578.643,3575.060,3546.484,3570.229,3555.203,3582.485,3627.374,3637.524,3638.647,3676.158,3697.578,3635.029,3607.907,3592.664,3566.390,3515.824,3598.867,3575.179,3557.000,3542.000,3507.001,3516.000,3477.999,3465.000,3508.000,3514.000,3505.000,3535.000,3578.000,3603.999,
Egypt,2177.079*,2153.669,2236.593,2252.212,2290.087,2320.532,2380.689,2323.599,2367.407,2369.074,2373.902,2363.536,2406.370,2448.998,2493.129,2529.230,2613.164,2653.609,2744.207,2861.857,2934.285,3071.965,3123.988,3098.297,3089.253,3088.085,3068.184,3132.183,3111.441,3074.874,3132.206,3104.831,3089.357,3088.968,3126.937,3160.070,3157.120,3165.355,3126.208,3125.096,3120.991,3144.613,3152.852,3088.474,3013.136,3056.283,3067.934,3110.268,3142.319,3089.819,3290.999,3249.000,3256.000,3209.000,3186.000,3188.000,3137.000,3149.000,3118.000,3138.000,3154.000,3127.000,
Eswatini,NaN,2254.609,2215.780,2157.760,2134.849,2185.478,2170.535,2101.894,2247.618,2247.584,2310.192,2288.300,2293.781,2396.130,2414.433,2463.523,2525.720,2390.303,2428.161,2399.197,2388.556,2401.512,2461.531,2412.110,2462.731,2394.801,2445.115,2444.530,2435.950,2476.878,2356.521,2278.017,2278.907,2216.291,2279.469,2234.847,2242.975,2191.384,2227.605,2330.872,2427.418,2388.659,2458.862,2503.162,2536.701,2445.258,2411.837,2418.648,2389.773,2411.499,2168.988,2227.982,2300.973,2394.981,2425.996,2405.998,2404.981,2431.985,2497.000,2486.979,2535.972,2548.994,
Ethiopia,1692.521*,1686.561*,1680.601*,1674.641*,1668.681*,1662.721*,1656.761*,1650.801*,1644.841*,1638.881*,1632.921*,1626.961*,1621.001*,1615.041*,1609.081*,1603.121*,1597.162*,1591.202*,1585.242*,1579.282*,1573.322*,1567.362*,1561.402*,1555.442*,1549.482*,1543.522*,1537.562*,1531.602*,1525.642*,1519.682*,1513.722*,1507.762*,1501.802*,1495.842,1533.328,1558.631,1640.146,1666.138,1663.129,1702.623,1759.146,1800.859,1814.806,1853.646,1851.133,1944.733,1932.443,1919.882,1976.469,2006.644,2213.000,2228.000,2278.000,2338.000,2374.000,2444.000,2458.000,2483.000,2450.000,2411.000,2457.000,2470.000,
El Salvador,1573.766*,1575.056,1618.224,1667.578,1651.160,1731.418,1743.415,1766.856,1799.698,1794.851,1800.334,1856.956,1855.928,1913.841,1964.634,2110.418,2142.315,2186.933,2222.805,2285.293,2321.713,2374.709,2341.964,2315.654,2332.585,2298.446,2223.071,2197.591,2238.725,2255.215,2298.031,2390.107,2392.112,2369.608,2372.715,2391.916,2408.088,2433.138,2436.097,2413.091,2541.221,2626.639,2641.559,2597.925,2573.102,2585.981,2603.717,2599.484,2609.586,2612.801,2607.996,2609.998,2629.999,2620.000,2624.001,2628.999,2675.999,2726.995,2760.000,2821.999,2772.998,2791.002,
Estonia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2487.602,2552.977,2665.284,2883.209,3014.765,2961.089,2909.208,3049.076,2982.573,2977.970,2974.073,3002.989,3011.078,3097.648,3137.093,3155.723,3241.108,3268.833,3235.012,3221.988,3156.995,3180.988,3176.998,3134.005,3107.005,3104.000,3200.010,3253.002,3246.978,3288.990,
Ecuador,NaN,1958.101,1985.136,2020.622,2013.569,2154.602,2146.501,2108.080,2094.313,2108.479,2139.717,2074.157,2142.043,2063.560,2081.468,2170.617,2229.941,2226.048,2221.724,2227.027,2317.528,2259.275,2266.890,2141.976,2191.811,2156.658,2232.351,2205.828,2262.273,2220.418,2185.654,2127.217,2253.753,2259.115,2350.142,2260.913,2256.394,2294.280,2220.917,2306.524,2268.077,2205.864,2231.045,2198.492,2225.079,2249.140,2231.376,2215.510,2299.408,2292.055,2609.001,2613.999,2606.999,2565.000,2611.999,2612.999,2544.999,2556.999,2545.000,2506.000,2538.001,2582.001,
Djibouti,NaN,1589.803,1660.225,1649.178,1641.672,1676.564,1725.865,1821.592,1869.459,1750.318,1891.504,1891.219,1825.237,1911.788,1810.065,1783.701,1755.800,1717.921,1590.674,1515.428,1589.378,1597.451,1629.468,1640.466,1615.045,1652.757,1706.617,1681.887,1730.574,1640.946,1648.819,1469.769,1519.997,1653.213,1671.561,1800.187,1773.210,1810.166,1868.531,1881.495,1941.846,1900.451,1936.508,1960.499,1999.286,2118.165,2152.922,2229.290,2244.972,2249.516,2452.984,2509.976,2551.970,2604.970,2693.997,2757.984,2737.976,2754.968,2787.989,2793.977,2801.995,2813.995,
Dominican Republic,NaN,1721.333,1855.873,1865.316,1872.731,1807.498,1926.720,1887.883,1946.280,1999.023,1982.083,2013.573,2039.550,2103.775,2145.725,2108.511,2122.505,2198.891,2167.782,2200.565,2288.573,2255.030,2237.183,2255.538,2308.127,2409.217,2413.432,2339.284,2270.105,2307.670,2102.665,2175.429,2173.473,2252.795,2284.089,2287.030,2203.960,2180.981,2169.662,2178.795,2255.823,2291.851,2321.345,2179.312,2256.155,2373.273,2416.672,2457.385,2408.076,2450.495,2602.998,2657.999,2692.999,2751.999,2821.999,2802.999,2897.000,2937.998,2998.999,3049.998,3099.998,3106.999,
Dominica,NaN,1750.761,1821.207,1868.141,1875.316,1920.760,1939.018,1949.621,2049.893,2047.777,2061.599,2039.340,2046.988,1947.578,1974.816,2009.002,2077.112,2160.835,2249.662,2118.481,2292.123,2316.344,2354.783,2335.385,2492.822,2571.963,2779.274,2895.290,2994.205,3036.945,3026.906,2980.830,2949.476,2930.459,2945.896,3018.505,2973.129,3010.739,2957.060,2982.842,3136.254,3121.562,3059.123,3073.754,3017.743,3022.508,3011.984,3139.775,3117.874,3133.885,2983.915,2972.222,2988.219,2997.173,3012.218,3032.264,2986.233,2955.077,2929.173,2981.332,2953.549,2981.971,
Denmark,3188.821*,3187.389,3104.005,3101.432,3115.284,3108.393,3117.733,3078.620,3091.256,3081.160,3161.510,3193.479,3104.928,3041.499,3039.876,2990.653,2985.721,3010.824,3029.041,3056.154,3127.537,3132.788,3089.948,3030.838,3015.276,3163.008,3135.709,3212.537,3246.397,3179.939,3158.158,3224.294,3335.120,3337.215,3313.219,3393.570,3292.745,3364.754,3395.006,3331.464,3311.349,3331.421,3366.917,3334.727,3371.644,3402.499,3396.473,3437.631,3321.919,3338.516,3409.000,3392.002,3396.003,3423.998,3432.998,3416.003,3424.002,3442.996,3574.001,3581.001,3596.001,3583.997,
Cuba,2140.389*,2084.254,2156.037,2350.482,2295.021,2308.425,2200.320,2269.138,2375.239,2427.427,2536.000,2700.591,2610.266,2578.735,2796.547,2653.546,2748.624,2713.144,2799.238,2716.358,2900.634,2942.142,3014.714,3067.051,3112.660,3112.953,3061.525,3065.808,2981.557,3001.374,2912.944,2728.643,2497.024,2316.946,2359.221,2326.126,2451.010,2569.029,2658.265,2906.353,3039.788,3085.905,3165.844,3259.560,3360.220,3267.277,3271.686,3260.263,3125.366,3234.666,3245.000,3329.999,3358.999,3379.999,3343.000,3354.001,3436.999,3437.001,3384.999,3424.000,3379.001,3416.999,
Central African Republic,NaN,2016.772,1980.978,1918.857,1886.812,2046.562,1853.315,1973.734,1968.010,2008.721,2070.201,2070.621,2082.287,2139.963,2231.619,2098.309,2129.280,2158.477,2142.610,2189.611,2174.875,2223.035,2185.655,2097.625,1946.716,1891.423,1976.925,1957.561,1963.794,1983.964,1974.337,1966.061,1941.719,1898.784,1887.755,1880.594,1888.347,1897.454,1955.100,1884.928,1919.080,1915.208,1912.896,1869.892,1882.112,1906.696,1905.044,1961.711,1998.238,1999.099,1983.002,2001.993,1972.002,1862.997,1787.997,1761.996,1764.999,1830.000,1818.995,1853.997,1821.999,1784.995,
Czechia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3043.794,2984.547,3217.495,3329.428,3246.061,3277.651,3124.345,3083.599,3170.225,3235.344,3304.737,3304.840,3302.146,3269.511,3261.053,3278.521,3296.271,3266.000,3274.000,3272.002,3300.001,3205.001,3134.000,3260.002,3301.998,3304.998,3344.998,3359.000,3404.001,
Cambodia,1952.176*,1982.343,1959.488,2032.263,2005.711,2019.944,2033.852,2054.832,2091.144,2083.820,2185.568,2215.045,2185.147,2116.357,2081.814,1792.436,1789.673,1835.688,1846.852,1809.379,1817.678,1886.929,1900.495,1970.113,1949.934,1892.563,1867.754,1974.519,1998.645,1928.561,1969.795,2034.741,2037.793,1993.059,1998.461,2009.906,1885.426,1889.102,1979.696,2062.518,2133.177,2195.731,2290.533,2286.865,2298.180,2346.220,2390.619,2393.607,2402.501,2414.995,2544.999,2637.999,2629.998,2619.998,2644.001,2674.999,2663.999,2675.999,2763.000,2812.001,2787.999,2810.998,
Chad,NaN,2237.511,2353.216,2342.395,2308.928,2279.553,2245.579,2240.260,2209.731,2171.698,2100.094,2014.598,1871.878,1764.234,1785.197,1724.060,1681.006,1689.530,1667.659,1672.830,1674.879,1688.905,1641.427,1576.478,1565.885,1809.203,1662.586,1603.478,1781.583,1695.761,1683.332,1829.958,1829.408,1676.011,2027.926,1821.787,1818.960,1900.085,2040.934,1994.261,1956.867,2037.425,1995.082,2049.228,2036.851,2035.827,2020.319,2022.565,2014.641,1999.001,2342.999,2338.000,2394.000,2384.000,2325.000,2289.999,2343.999,2343.998,2319.999,2299.000,2256.999,2202.999,
Congo (Brazzaville),NaN,2007.177,2010.516,2007.628,2044.250,1997.747,1932.359,1928.414,1926.577,1850.729,1807.088,1846.873,1908.840,1861.126,1809.273,1915.555,1889.732,1932.553,1950.906,1966.289,2028.433,2006.715,2120.611,2118.958,2153.460,2145.964,2133.097,2168.213,2146.381,2102.742,1998.959,1996.365,2004.846,1982.556,1964.259,1962.625,1956.991,1995.047,2061.592,2118.023,2171.419,2199.005,2227.012,2195.739,2202.949,1970.774,2049.529,2028.509,1999.791,2010.059,1984.999,1950.999,2006.000,2084.999,2130.998,2139.000,2114.996,2136.997,2125.999,2141.998,2179.995,2193.999,
Cameroon,NaN,2119.308,2130.506,2173.793,2177.347,2062.618,2138.115,2142.340,2209.330,2260.466,2272.814,2326.694,2366.660,2346.446,2464.751,2442.089,2392.810,2382.838,2357.474,2391.737,2356.735,2270.796,2274.102,2251.184,2177.609,2214.003,2285.654,2142.133,2097.614,2144.921,2147.792,2126.596,2229.445,2131.419,2142.408,2159.356,2144.071,2212.493,2216.394,2237.549,2233.272,2281.554,2324.209,2351.608,2361.657,2426.425,2468.132,2488.241,2552.546,2593.222,2773.999,2791.999,2824.999,2835.000,2774.999,2776.000,2773.001,2749.000,2780.000,2833.000,2812.000,2807.000,
Costa Rica,NaN,1953.015,1994.635,2003.490,2082.999,2147.221,2117.956,2069.145,2133.269,2158.574,2209.135,2265.296,2287.662,2311.610,2318.849,2356.270,2390.954,2409.099,2385.079,2417.912,2494.555,2425.370,2352.769,2448.297,2492.368,2567.075,2565.740,2601.045,2628.369,2644.265,2673.189,2656.776,2638.257,2673.622,2669.164,2697.433,2646.786,2658.816,2708.152,2760.302,2765.388,2773.204,2745.800,2737.443,2756.583,2815.676,2882.075,2872.790,2863.633,2866.594,2838.000,2839.002,2834.998,2843.993,2872.998,2884.999,2971.997,3006.994,3002.995,3020.002,3024.996,2989.001,
Congo (Kinshasa),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2231.000,2251.000,2209.000,2179.000,2232.000,2192.000,2146.000,2188.000,2169.000,2159.000,2092.000,2096.000,
Croatia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2307.028,2225.787,2323.567,2483.980,2492.674,2470.290,2460.320,2491.465,2514.731,2701.694,2784.223,2835.765,2914.287,2952.628,3043.201,3051.478,3085.178,3035.570,2950.000,2980.001,2981.006,3056.997,2973.001,3042.992,3144.001,3089.002,3143.994,3183.001,3218.999,3259.001,
Colombia,2212.330*,2232.509,2243.933,2128.924,2175.064,2130.508,2067.193,2053.029,2059.901,2061.933,2089.038,2172.114,2196.605,2221.224,2305.572,2350.003,2484.247,2460.655,2543.321,2523.575,2594.079,2586.735,2583.406,2620.198,2591.944,2556.820,2545.812,2640.909,2591.915,2627.035,2618.472,2619.799,2688.977,2734.034,2760.621,2818.539,2803.431,2813.207,2772.832,2809.471,2827.392,2865.956,2834.398,2853.494,2836.679,2795.340,2839.170,2881.141,2892.698,2798.997,2799.000,2801.000,2893.000,2969.000,3002.000,3066.000,3079.000,3038.000,3071.999,3046.001,3086.000,3091.000,
Comoros,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2399.956,2379.961,2383.951,2434.976,2433.976,2434.997,2491.970,2483.961,2473.962,2488.990,2482.006,2466.994,
Cyprus,NaN,2399.770,2330.812,2259.334,2456.511,2541.951,2600.000,2745.518,2830.888,3015.584,2928.171,2958.446,2735.486,2791.944,2396.387,2394.456,2341.467,2358.928,2435.655,2558.523,2475.469,2485.569,2660.709,2615.189,2700.107,2743.182,2621.214,2603.651,2528.503,2593.155,2615.676,2689.806,2754.554,2775.303,2787.185,2798.715,2702.135,2701.366,2707.123,2689.773,2661.218,2637.467,2632.086,2604.853,2594.137,2554.934,2540.949,2612.275,2619.538,2582.704,3005.992,2994.000,2980.010,2951.995,2932.982,2988.985,2963.978,2971.983,2979.990,3043.000,3035.000,3042.992,
Cape Verde,NaN,1663.915,1552.505,1464.132,1586.756,1623.476,1571.089,1589.339,1513.195,1602.019,1591.062,1608.133,1726.502,1743.179,1723.791,1764.073,1708.628,1691.279,2037.287,2062.031,1997.157,2137.011,2004.437,2248.818,2304.676,2167.778,2324.686,2519.709,2571.508,2386.140,2286.341,2191.488,2425.820,2365.340,2364.290,2235.558,2244.061,2272.172,2263.430,2247.074,2274.343,2289.988,2254.084,2348.156,2457.715,2446.312,2427.898,2468.223,2413.872,2410.947,2587.955,2580.961,2583.918,2566.957,2536.986,2519.004,2548.959,2557.959,2591.959,2598.968,2652.973,2636.928,
Chile,2356.529*,2356.573,2402.226,2510.108,2474.692,2466.815,2558.311,2539.424,2575.169,2575.069,2572.157,2645.788,2665.092,2519.158,2666.303,2440.026,2547.846,2501.089,2553.036,2591.780,2617.036,2634.335,2546.665,2487.162,2527.222,2438.899,2449.745,2452.407,2429.266,2471.889,2544.186,2580.681,2693.008,2704.175,2743.903,2760.435,2787.844,2800.810,2809.026,2816.528,2851.859,2889.251,2923.320,2915.953,2944.323,2938.258,2987.852,2963.842,2972.946,2919.239,2904.999,2933.001,2917.000,2968.999,2968.000,2954.999,2984.000,2987.000,3020.999,3048.001,3090.999,3128.001,
Canada,2835.714*,2810.273,2848.442,2904.041,2797.701,2924.029,2912.203,2944.526,2932.293,2991.102,2957.920,2911.278,2923.743,2962.625,2974.856,2879.969,3030.080,3006.468,2937.344,2932.096,2949.939,2896.943,2950.559,2905.338,2985.976,3041.892,3093.199,3150.887,3026.124,3046.312,3023.087,3041.266,3092.148,3122.853,3210.086,3208.610,3251.137,3385.215,3458.562,3500.867,3507.564,3499.220,3491.714,3514.945,3525.257,3479.000,3478.441,3496.094,3480.799,3456.290,3560.999,3595.999,3577.000,3551.999,3520.999,3526.001,3595.000,3593.001,3598.999,3580.999,3624.001,3589.000,
China,1477.432*,1427.198,1541.722,1591.771,1646.011,1766.466,1830.932,1789.119,1736.310,1712.092,1821.754,1828.441,1815.023,1886.904,1885.922,1905.757,1875.164,1916.523,2066.480,2081.524,2149.590,2165.769,2325.820,2395.646,2433.282,2433.717,2433.575,2453.120,2435.569,2428.500,2529.448,2456.713,2487.248,2574.607,2644.195,2733.827,2738.000,2767.314,2810.849,2801.475,2844.274,2849.521,2863.828,2863.633,2886.956,2908.321,2911.673,2947.341,3005.123,3021.103,3048.000,3094.000,3109.000,3105.000,3205.000,3240.000,3226.000,3261.000,3278.000,3304.000,3322.000,3406.000,
Bermuda,NaN,2758.349,2739.316,2693.895,2755.612,2721.818,2743.282,2697.205,2802.723,2807.303,2870.957,2799.848,2917.883,2818.872,2845.262,2754.936,2881.183,2772.789,2921.473,3024.197,3041.263,3081.921,3121.464,3156.782,3171.197,3239.251,3182.990,3185.004,3004.158,3009.224,2906.593,2893.414,3107.775,3095.519,2905.695,2995.343,2970.680,2873.191,2834.917,2729.477,2720.524,2663.365,2618.074,2550.168,2503.545,2561.829,2627.108,2701.603,2774.547,2785.641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
Botswana,NaN,2023.428,1957.270,2025.710,2064.031,2092.843,2076.177,2191.536,2292.675,2302.050,2381.166,2513.690,2518.951,2322.748,2145.391,2202.406,2150.806,2195.587,2038.578,2167.203,2089.396,2090.615,2107.412,2180.006,2298.929,2255.085,2251.278,2259.266,2272.778,2180.073,2286.239,2295.535,2271.700,2129.464,2246.262,2243.789,2268.329,2215.325,2126.615,2158.849,2113.733,2179.746,2127.302,2120.095,2186.183,2178.469,2113.533,2108.761,2104.224,2094.902,2417.993,2463.997,2475.001,2515.994,2549.997,2582.992,2544.001,2549.992,2530.999,2574.995,2583.996,2604.996,
Bhutan,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3248.970,3263.992,3240.958,
Burkina Faso,NaN,1337.521,1317.430,1460.519,1562.012,1576.200,1563.928,1590.688,1605.509,1607.561,1549.674,1527.057,1463.955,1439.401,1467.309,1511.063,1569.059,1396.167,1568.762,1656.648,1539.192,1476.671,1632.635,1548.871,1501.055,1673.602,1973.128,1954.180,1950.182,2012.075,2118.956,2157.874,2219.993,2245.284,2280.295,2277.574,2283.362,2261.723,2237.455,2291.897,2264.376,2274.172,2346.818,2420.934,2428.248,2382.392,2470.654,2455.928,2496.400,2545.409,2604.998,2582.000,2641.999,2660.999,2647.999,2654.000,2644.999,2618.000,2654.999,2629.000,2675.000,2662.999,
Belarus,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3036.608,3122.539,3048.811,3111.719,3195.750,3193.670,3133.075,3034.366,2912.608,2962.032,2897.944,2742.002,2819.853,2905.775,3004.454,3107.861,3124.206,3051.769,3100.001,3152.999,3224.999,3238.999,3262.000,3231.001,3226.000,3243.002,3242.999,3291.999,3333.998,3319.999,
Burundi,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1503.000,1441.999,1440.000,1482.000,1594.998,1696.000,1748.000,1736.000,1786.999,1780.000,1770.000,1774.999,
Belgium,3040.000,3056.758*,3073.516*,3090.274*,3107.032*,3123.790*,3140.548*,3157.306*,3174.064*,3190.822*,3207.580*,3224.338*,3241.096*,3257.854*,3274.612*,3291.369*,3308.127*,3324.885*,3341.643*,3358.401*,3375.159*,3391.917*,3408.675*,3425.433*,3442.191*,3458.949*,3475.707*,3492.465*,3509.223*,3525.981*,3542.739*,3559.497*,3576.255*,3593.013*,3609.771*,3626.529*,3643.287*,3660.045*,3676.803*,3693.561*,3710.319,3744.002,3743.001,3710.729,3716.602,3712.827,3717.766,3721.470,3717.972,3717.756,3728.001,3732.999,3724.000,3738.000,3806.998,3816.998,3781.001,3792.000,3801.001,3849.001,3859.001,3892.001,
Brunei,NaN,1849.029,1887.207,1899.280,1899.612,1935.655,2106.591,2197.662,2067.208,2179.330,2079.431,2233.994,2156.105,2048.110,2076.591,2112.490,2151.751,2148.325,2408.051,2418.121,2625.969,2510.747,2573.713,2676.883,2759.233,2913.314,2702.241,2649.611,2789.478,2837.596,2751.161,2645.195,2775.620,2754.537,2840.017,2797.050,2881.473,2794.933,2823.886,2791.325,2780.776,2860.159,2914.617,2975.588,3000.388,2986.322,2988.420,2932.232,2933.868,2919.251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
Bulgaria,NaN,3158.331,3200.298,3266.776,3312.059,3394.251,3471.251,3433.166,3424.647,3443.660,3411.674,3483.544,3425.894,3422.646,3404.920,3447.083,3532.949,3444.012,3510.351,3531.298,3541.814,3621.395,3617.302,3604.966,3614.259,3613.308,3683.691,3710.460,3734.831,3653.271,3147.994,3049.138,3016.929,2937.548,2840.578,2855.149,2699.767,2637.732,2782.434,2845.034,2779.410,2781.001,2742.479,2718.438,2721.720,2676.931,2708.183,2678.734,2720.048,2716.153,2719.000,2727.001,2729.997,2793.000,2819.999,2728.998,2798.999,2813.000,2871.002,2870.998,2899.000,2951.003,
Benin,NaN,1678.009,1696.780,1641.616,1607.087,1743.223,1734.363,1761.617,1860.150,1798.860,1742.813,1818.776,1730.155,1808.731,1688.362,1541.346,1836.256,1780.616,1821.104,1919.845,1818.296,1777.391,1804.363,1693.039,1917.559,1907.033,1926.052,1766.512,1868.520,2050.090,2078.948,2152.298,2110.689,2108.099,2128.823,2180.953,2240.891,2233.860,2223.034,2218.008,2229.273,2303.110,2395.577,2362.092,2469.866,2444.735,2462.061,2581.564,2539.831,2584.151,2600.998,2624.999,2622.998,2628.000,2655.999,2635.997,2641.998,2641.999,2632.998,2686.999,2725.000,2767.000,
Bolivia,NaN,1568.742,1597.328,1644.525,1587.117,1668.827,1675.216,1727.478,1771.742,1753.767,1845.634,1894.936,1857.039,1780.901,1915.485,1981.482,1983.639,1937.792,1977.419,2007.724,1961.862,1942.656,1883.478,1803.107,1882.700,1980.040,1867.908,1893.189,1865.029,1934.703,1855.469,1939.730,1947.781,1940.097,1900.506,2050.548,2000.273,2014.942,1918.763,2008.745,2052.406,2064.641,2088.399,2107.561,2044.706,2100.970,2153.194,2157.163,2135.880,2120.624,2237.998,2256.000,2266.001,2274.999,2264.000,2323.000,2365.001,2360.999,2393.001,2419.001,2379.998,2360.999,
Bosnia and Herzegovina,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2276.077,2416.667,2571.382,2474.680,2566.496,2699.333,2674.745,2652.506,2571.378,2684.361,2693.424,2639.078,2900.104,2878.990,2879.929,2957.829,3042.085,3059.344,3097.998,3110.997,3106.995,3150.997,3217.000,3287.993,3321.005,3294.005,3324.998,3341.992,3370.000,3369.992,
Belize,NaN,2150.756,2246.528,2299.827,2293.948,2298.876,2275.309,2318.354,2279.738,2260.883,2299.336,2340.482,2353.676,2352.497,2423.776,2453.248,2421.135,2451.314,2519.925,2535.839,2631.043,2650.993,2604.507,2494.881,2503.083,2497.415,2488.817,2586.672,2563.710,2497.535,2557.417,2582.133,2773.682,2742.749,2696.659,2738.348,2674.030,2670.695,2651.978,2631.493,2672.124,2722.453,2734.594,2742.165,2703.157,2733.717,2705.501,2687.908,2615.047,2647.108,2764.957,2724.950,2746.943,2723.960,2675.901,2718.894,2710.874,2760.912,2800.956,2864.978,2863.920,2848.950,
